名称,id,今收,增幅,增比,今开,成交量,最高,涨停,内盘,成交额,委比,流通市值,市盈率,每股收益,总股本,昨收,换手率,最低,跌停,外盘,振幅,量比,总市值,市净率,每股净资产,流通股本
深圳华强(000062),sz000062,19.64,+0.42,+2.19%,19.27,2.07万手,19.70,21.14,7182手,4033.90万,-29.57%,130.99亿,34.36,0.57,7.21亿,19.22,0.31%,19.13,"
                        17.30",1.35万手,2.97%,0.35,141.67亿,3.38,5.82,6.67亿
中兴通讯(000063),sz000063,30.15,+0.31,+1.04%,29.90,46.96万手,30.45,32.82,22.35万手,14.15亿,36.63%,1035.35亿,27.67,1.09,41.93亿,29.84,1.37%,29.73,"
                        26.86",24.61万手,2.41%,1.74,1264.09亿,3.99,7.55,34.34亿
北方国际(000065),sz000065,17.73,+0.03,+0.17%,17.75,7.41万手,17.86,19.47,4.12万手,1.31亿,-29.99%,72.38亿,18.22,0.97,5.13亿,17.70,1.81%,17.41,"
                        15.93",3.29万手,2.54%,1.35,90.96亿,2.49,7.12,4.08亿
中国长城(000066),sz000066,8.20,+0.35,+4.46%,7.89,99.62万手,8.28,8.64,45.65万手,8.10亿,-43.88%,204.26亿,60.52,0.10,29.44亿,7.85,4.00%,7.89,"
                        7.06",53.96万手,4.97%,7.29,241.41亿,3.55,2.31,24.91亿
华控赛格(000068),sz000068,4.47,+0.02,+0.45%,4.45,3.09万手,4.50,4.89,1.76万手,1379.45万,4.01%,45.00亿,--,-0.01,10.07亿,4.45,0.31%,4.43,"
                        4.00",1.33万手,1.57%,0.53,45.00亿,7.30,0.61,10.07亿
华侨城A(000069),sz000069,8.24,-0.11,-1.32%,8.31,33.31万手,8.34,9.19,20.29万手,2.75亿,44.12%,494.09亿,10.72,0.58,82.04亿,8.35,0.56%,8.20,"
                        7.52",13.03万手,1.68%,1.41,676.02亿,1.41,5.85,59.96亿
特发信息(000070),sz000070,9.50,+0.18,+1.93%,9.32,7.84万手,9.57,10.25,3.52万手,7406.32万,1.08%,51.48亿,26.00,0.27,6.27亿,9.32,1.45%,9.32,"
                        8.39",4.31万手,2.68%,1.24,59.56亿,3.16,3.01,5.42亿
海王生物(000078),sz000078,6.09,--,0.00%,6.13,16.33万手,6.15,6.70,9.09万手,9957.22万,-44.58%,113.07亿,29.41,0.16,26.47亿,6.09,0.88%,6.06,"
                        5.48",7.24万手,1.48%,0.84,161.18亿,2.85,2.13,18.57亿
盐田港(000088),sz000088,7.30,+0.04,+0.55%,7.28,5.95万手,7.35,7.99,3.18万手,4331.39万,-23.94%,141.78亿,37.49,0.15,19.42亿,7.26,0.31%,7.22,"
                        6.53",2.77万手,1.79%,0.77,141.78亿,2.28,3.20,19.42亿
深圳机场(000089),sz000089,8.45,+0.18,+2.18%,8.30,10.55万手,8.54,9.10,4.53万手,8955.09万,18.06%,173.29亿,25.85,0.25,20.51亿,8.27,0.51%,8.28,"
                        7.44",6.02万手,3.14%,1.48,173.29亿,1.57,5.37,20.51亿
天健集团(000090),sz000090,9.78,+0.10,+1.03%,9.66,5.83万手,9.80,10.65,2.48万手,5662.59万,-6.25%,75.65亿,16.15,0.45,11.98亿,9.68,0.75%,9.60,"
                        8.71",3.36万手,2.07%,0.50,117.14亿,1.81,5.41,7.74亿
广聚能源(000096),sz000096,12.23,+0.01,+0.08%,12.26,5089手,12.35,13.44,2443手,623.40万,50.14%,62.48亿,42.99,0.28,5.28亿,12.22,0.10%,12.20,"
                        11.00",2645手,1.23%,0.14,64.57亿,2.71,4.51,5.11亿
中信海直(000099),sz000099,8.62,+0.10,+1.17%,8.53,12.19万手,8.74,9.37,5.89万手,1.05亿,-4.32%,52.24亿,57.42,0.15,6.06亿,8.52,2.01%,8.49,"
                        7.67",6.29万手,2.93%,1.70,52.24亿,1.77,4.86,6.06亿
TCL集团(000100),sz000100,3.47,+0.01,+0.29%,3.47,60.07万手,3.49,3.81,31.35万手,2.08亿,-14.16%,406.99亿,18.45,0.16,135.15亿,3.46,0.51%,3.45,"
                        3.11",28.72万手,1.16%,0.94,468.97亿,1.72,2.01,117.29亿
宜华健康(000150),sz000150,28.49,-0.26,-0.90%,28.75,1921手,29.20,31.63,1091手,551.93万,3.40%,106.93亿,62.88,0.34,4.48亿,28.75,0.05%,28.49,"
                        25.88",829手,2.47%,0.05,127.58亿,5.14,5.54,3.75亿
中成股份(000151),sz000151,17.77,+0.08,+0.45%,17.65,37.06万手,18.22,19.46,19.71万手,6.59亿,68.07%,47.36亿,60.03,0.22,2.96亿,17.69,13.90%,17.44,"
                        15.92",17.35万手,4.41%,3.73,52.60亿,5.40,3.29,2.67亿
丰原药业(000153),sz000153,8.40,+0.24,+2.94%,8.20,7.92万手,8.48,8.98,3.97万手,6617.78万,-35.56%,26.21亿,33.10,0.19,3.17亿,8.16,2.54%,8.18,"
                        7.34",3.95万手,3.68%,1.35,26.63亿,2.18,3.86,3.12亿
川化股份(000155),sz000155,7.13,+0.07,+0.99%,7.15,18.70万手,7.19,7.77,9.63万手,1.33亿,-46.39%,66.82亿,39.49,0.14,12.70亿,7.06,2.00%,7.00,"
                        6.35",9.07万手,2.69%,1.14,90.55亿,3.16,2.26,9.37亿
华数传媒(000156),sz000156,11.40,--,0.00%,--,--,--,12.54,--,--,--,113.27亿,25.94,0.33,14.33亿,11.40,--,--,"
                        10.26",--,--,--,163.40亿,1.59,7.15,9.94亿
中联重科(000157),sz000157,,,,,,,,,,,,,,,,,,,,,,,,,
常山北明(000158),sz000158,8.10,+0.37,+4.79%,7.77,12.89万手,8.25,8.50,5.29万手,1.04亿,-2.64%,82.21亿,153.51,0.04,16.53亿,7.73,1.27%,7.77,"
                        6.96",7.60万手,6.21%,1.57,133.88亿,2.34,3.47,10.15亿
国际实业(000159),sz000159,4.56,+0.02,+0.44%,4.56,2.78万手,4.59,4.99,1.56万手,1267.23万,-35.59%,21.94亿,--,-0.11,4.81亿,4.54,0.58%,4.53,"
                        4.09",1.22万手,1.32%,0.32,21.94亿,1.04,4.40,4.81亿
申万宏源(000166),sz000166,4.97,+0.02,+0.40%,4.95,14.35万手,4.98,5.44,7.24万手,7119.31万,-51.35%,995.39亿,23.44,0.18,225.36亿,4.95,0.07%,4.94,"
                        4.46",7.11万手,0.81%,0.51,1120.04亿,1.83,2.72,200.28亿
东方市场(000301),sz000301,,,,,,,,,,,,,,,,,,,,,,,,,
